,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
11597,41688941,FRESCO DELI,2019,1.0,3306 QUEENS BOULEVARD QUEENS NY 11101
11599,41688951,LOBO LOCO,2019,2.0,8530 3 AVENUE BROOKLYN NY 11209
11605,41689247,THE BEST PIZZA,2019,1.0,748 9 AVENUE MANHATTAN NY 10019
11607,41689366,THE INKAN,2019,1.0,4502 23 STREET QUEENS NY 11101
11611,41689500,KINGSTON HALL,2019,2.0,149 2 AVENUE MANHATTAN NY 10003
11614,41689524,PARKSANBAL BABS,2019,2.0,4110 162ND ST QUEENS NY 11358
11616,41689690,ANNIES FIRST WOK RESTAURANT,2019,3.0,155 YORK STREET BROOKLYN NY 11201
11620,41689822,PIG AND KHAO,2019,6.0,68 CLINTON STREET MANHATTAN NY 10002
11622,41689833,LOS TRES POTRILLOS,2019,3.0,8211 ROOSEVELT AVENUE QUEENS NY 11372
11623,41689872,ELSEWHERE ESPRESSO,2019,2.0,335 EAST    6 STREET MANHATTAN NY 10003
11625,41689903,NAGOYA,2019,1.0,1948 86TH ST BROOKLYN NY 11214
11629,41690254,THE FLATIRON ROOM,2019,1.0,37 WEST   26 STREET MANHATTAN NY 10010
11632,41690338,TEA BAR,2019,2.0,506 DRIGGS AVENUE BROOKLYN NY 11211
11638,41690493,STARBUCKS,2019,1.0,135 JOHN STREET MANHATTAN NY 10038
11640,41690532,KINGSBRIDGE DONUT SHOP,2019,1.0,249 WEST  231 STREET BRONX NY 10463
11643,41690725,BAR SUZETTE CREPERIE,2019,2.0,425 WEST   15 STREET MANHATTAN NY 10011
11646,41690753,696 GOURMET DELI,2019,3.0,696 3 AVENUE MANHATTAN NY 10017
11648,41690772,GREAT WALL,2019,1.0,594 GRAND CONCOURSE BRONX NY 10451
11650,41690780,CAFE EVERGREEN,2019,1.0,1367 1 AVENUE MANHATTAN NY 10021
11653,41690830,CHEN'S GARDEN,2019,1.0,304 WILLIS AVENUE BRONX NY 10454
11655,41690872,STUMPY'S SPOT,2019,3.0,777 SARATOGA AVENUE BROOKLYN NY 11212
11658,41691085,COFFEED,2019,1.0,3718 NORTHERN BOULEVARD QUEENS NY 11101
11663,41691362,LIBERTADOR,2019,1.0,404 HENRY STREET BROOKLYN NY 11201
11665,41691396,SAM'S,2019,1.0,8906 NORTHERN BOULEVARD QUEENS NY 11372
11667,41691561,UNITED FRIED CHICKEN,2019,2.0,2519 AC POWELL BOULEVARD MANHATTAN NY 10039
11671,41691658,LORENAS FRUIT,2019,1.0,5020 108 STREET QUEENS NY 11368
11675,41692024,PANDA BAKERY,2019,1.0,4118 8 AVENUE BROOKLYN NY 11232
11678,41692080,SABROSURA DOMINICANA RESTAURANT,2019,1.0,4710 48 AVENUE QUEENS NY 11377
11682,41692397,LA BELLA VITA,2019,1.0,163 MULBERRY STREET MANHATTAN NY 10013
11687,41692608,SWEET CHICK,2019,1.0,164 BEDFORD AVENUE BROOKLYN NY 11249
11692,41692902,STRIP HOUSE,2019,1.0,15 WEST   44 STREET MANHATTAN NY 10036
11694,41692932,GOURMET 45,2019,1.0,721 3 AVENUE MANHATTAN NY 10017
11700,41693280,MELT SHOP,2019,1.0,55 WEST   26 STREET MANHATTAN NY 10010
11702,41693307,REDWOOD DELI,2019,1.0,11818 QUEENS BOULEVARD QUEENS NY 11375
11704,41693350,CIELO AT THE MAYFAIR,2019,1.0,242 WEST   49 STREET MANHATTAN NY 10019
11706,41693374,ALEX CAFE & DELI,2019,1.0,1018 LEXINGTON AVENUE MANHATTAN NY 10021
11709,41693533,HOWONG RESTAURANT,2019,1.0,6718 BAY PARKWAY BROOKLYN NY 11204
11711,41693538,NEW CHOI HEE CHINESE,2019,2.0,426 BAY STREET STATEN ISLAND NY 10304
11713,41693614,CIBO EXPRESS,2019,1.0,0 LAGUARDIA AIRPORT QUEENS NY 11369
11721,41693949,LUCKY DRAGON BAKERY,2019,3.0,5214 8 AVENUE BROOKLYN NY 11220
11724,41694146,HU KITCHEN,2019,1.0,78 5 AVENUE MANHATTAN NY 10011
11726,41694156,ELVALLE RESTAURANT SPORT BAR,2019,1.0,1267 JEROME AVENUE BRONX NY 10452
11730,41694244,MR. BRUNO'S PIZZA,2019,1.0,7563 31 AVENUE QUEENS NY 11370
11732,41694248,LA NUEVA CARICIA RESTAURANT,2019,3.0,1693 AMSTERDAM AVENUE MANHATTAN NY 10031
11734,41694278,BURGER KING,2019,1.0,8002 FOSTER AVENUE BROOKLYN NY 11236
11738,41694309,"BURGER KING, POPEYES LOUISIANA KITCHEN",2019,1.0,16150 CROSSBAY BOULEVARD QUEENS NY 11414
11740,41694328,EL TORO BLANCO,2019,1.0,10 DOWNING STREET MANHATTAN NY 10014
11744,41694450,GYRO EXPRESS,2019,1.0,3160 CONEY ISLAND AVE BROOKLYN NY 11235
11748,41694680,SUNNYSIDE BAGEL,2019,1.0,4320 QUEENS BOULEVARD QUEENS NY 11104
11752,41694845,THE WICKED MONK,2019,1.0,9510 3 AVENUE BROOKLYN NY 11209
11756,41694992,IMPERIAL PALACE,2019,5.0,13613 37 AVENUE QUEENS NY 11354
11758,41695036,DELICIAS BAKERY & RESTAURANT,2019,2.0,10307 ROOSEVELT AVENUE QUEENS NY 11368
11763,41695440,BEST BAKERY,2019,2.0,5812 8 AVENUE BROOKLYN NY 11220
11767,41695803,MISS KOREA,2019,1.0,10 WEST   32 STREET MANHATTAN NY 10001
11769,41695857,PHO VIET,2019,3.0,4317 8 AVENUE BROOKLYN NY 11232
11774,41696014,NOISETTE CAFE,2019,2.0,2421 STEINWAY STREET QUEENS NY 11103
11776,41696040,NO. 7,2019,2.0,7 GREENE AVENUE BROOKLYN NY 11238
11778,41696041,POTBELLY SANDWICH WORKS,2019,1.0,19 WEST   45 STREET MANHATTAN NY 10036
11780,41696087,FORTUNE KITCHEN,2019,2.0,10707 JAMAICA AVENUE QUEENS NY 11418
11782,41696092,TUFINO PIZZERIA NAPOLETANA,2019,1.0,3608 DITMARS BOULEVARD QUEENS NY 11105
11790,41696334,BXL ZOUTE,2019,3.0,50 WEST   22 STREET MANHATTAN NY 10010
11796,41696571,THE EAGLE CAFE,2019,1.0,1230 6 AVENUE MANHATTAN NY 10020
11800,41696737,DUNKIN' DONUTS,2019,1.0,325 WYCKOFF AVENUE QUEENS NY 11385
11805,41696929,SCALLYWAG'S IRISH PUB & REST,2019,3.0,508 9 AVENUE MANHATTAN NY 10018
11807,41696986,FORDHAM ROAD BAKERY,2019,1.0,15 WEST FORDHAM ROAD BRONX NY 10468
11809,41697028,AVIATION CAFE,2019,1.0,8601 23 AVENUE QUEENS NY 11369
11814,41697115,GOLD MINE CAFE,2019,1.0,5578 BROADWAY BRONX NY 10463
11818,41697314,THIRD AVENUE ALE HOUSE,2019,4.0,1644 3 AVENUE MANHATTAN NY 10128
11824,41697740,MAPO KOREAN BBQ,2019,1.0,14924 41 AVENUE QUEENS NY 11355
11828,41697952,MARYANN'S WOODSIDE EVENTS,2019,1.0,5802 37 AVENUE QUEENS NY 11377
11831,41698003,EAST VILLAGE SOCIAL,2019,4.0,126 ST MARKS PLACE MANHATTAN NY 10009
11833,41698148,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,6010 80 STREET QUEENS NY 11379
11834,41698151,DUNKIN' DONUTS,2019,1.0,12903 NORTH CONDUIT AVENUE QUEENS NY 11420
11835,41698152,PRET A MANGER,2019,1.0,825 8 AVENUE MANHATTAN NY 10019
11838,41698218,BUSTAN,2019,1.0,487 AMSTERDAM AVENUE MANHATTAN NY 10024
11846,41698592,TORIBIO RESTAURANT,2019,1.0,3169 FULTON STREET BROOKLYN NY 11208
11849,41698643,NORTHERN DUMPLING KING,2019,1.0,4142 MAIN STREET QUEENS NY 11355
11854,41699082,COMPLETE BODY,2019,1.0,10 HANOVER SQUARE MANHATTAN NY 10005
11855,41699177,FLETCHER'S,2019,1.0,433 3 AVENUE BROOKLYN NY 11215
11867,41699603,LAS PERLAS SALVADORENO RESTAURANTE,2019,1.0,16008 46 AVENUE QUEENS NY 11358
11869,41699605,PANCHO'S ANTOJITOS MEXICANOS,2019,2.0,964 AMSTERDAM AVENUE MANHATTAN NY 10025
11871,41699626,DAVIDS TEA,2019,1.0,688 6 AVENUE MANHATTAN NY 10010
11873,41699662,5 STAR VILLAGE CAFE,2019,1.0,1968 CONEY ISLAND AVENUE BROOKLYN NY 11223
11876,41699780,NEW FIVE STAR RESTAURANT,2019,1.0,1715 EAST  174 STREET BRONX NY 10472
11879,41699792,MERITTA'S JAMAICAN AND AMERICAN RESTAURANT,2019,1.0,22315 LINDEN BOULEVARD QUEENS NY 11411
11880,41699945,KING'S WOK RESTAURANT,2019,1.0,1761 BATH AVE BROOKLYN NY 11214
11883,41699967,NEW KING HOUSE,2019,2.0,11115 ROOSEVELT AVENUE QUEENS NY 11368
11885,41700017,LITTLE CAESARS,2019,1.0,8610 ROOSEVELT AVENUE QUEENS NY 11372
11886,41700054,SASABUNE EXPRESS NEW YORK,2019,4.0,322 EAST   59 STREET MANHATTAN NY 10022
11890,41700191,LONG XIN CHINESE KITCHEN,2019,1.0,1687 BOSTON ROAD BRONX NY 10460
11897,41700508,ORANGE HUT,2019,2.0,5317 BROADWAY QUEENS NY 11377
11902,41700837,NEW JU FENG CHINESE RESTAURANT,2019,1.0,2809 NOSTRAND AVENUE BROOKLYN NY 11229
11905,41701016,THE TULCINGO AZTECA,2019,1.0,3861 10 AVENUE MANHATTAN NY 10034
11906,41701052,GREEN CAFE,2019,1.0,1324 LEXINGTON AVENUE MANHATTAN NY 10128
11908,41701178,CRAB SPOT RESTAURANT,2019,1.0,833 UNION STREET BROOKLYN NY 11215
11909,41701184,LITTLE CAESARS,2019,2.0,1054 SOUTHERN BOULEVARD BRONX NY 10459
11914,41701298,CHINESE GOURMET,2019,1.0,1810 CEDAR AVENUE BRONX NY 10453
11916,41701450,CIBO EXPRESS,2019,2.0,0 LAGUARDIA AIRPORT QUEENS NY 11369
11919,41701489,SAGAR RESTAURANT,2019,1.0,16825 HILLSIDE AVENUE QUEENS NY 11432
11921,41701492,SAGAR CHINESE,2019,1.0,8747 HOMELAWN STREET QUEENS NY 11432
11923,41701493,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,13320 ROCKAWAY BOULEVARD QUEENS NY 11420
11926,41701563,KUNG FU TEA,2019,1.0,8612 JUSTICE AVENUE QUEENS NY 11373
11928,41701789,FLACO'S PIZZERIA,2019,1.0,3876 BROADWAY MANHATTAN NY 10032
11930,41701881,SKOVORODKA RESTAURANT,2019,2.0,615 BRIGHTON BEACH AVENUE BROOKLYN NY 11235
11933,41701903,SHINJUNG GALBI BBQ KOREAN RESTAURANT,2019,2.0,16013 NORTHERN BOULEVARD QUEENS NY 11358
11940,41702558,MAR Y TIERRA RESTAURANT & LOUNGE,2019,1.0,3236 BAINBRIDGE AVENUE BRONX NY 10467
11943,41702625,KEUKA KAFE,2019,1.0,11204 QUEENS BOULEVARD QUEENS NY 11375
11947,41702645,TIN CUP CAFE,2019,1.0,719 4 AVENUE BROOKLYN NY 11232
11949,41702705,ZZ'S PIZZA & GRILL,2019,1.0,1 RICHMOND TERRACE STATEN ISLAND NY 10301
11951,41702724,MOMINETTE,2019,1.0,221 KNICKERBOCKER AVENUE BROOKLYN NY 11237
11952,41702787,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,1903 KINGS HIGHWAY BROOKLYN NY 11229
11955,41702804,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,6502 14 AVENUE BROOKLYN NY 11219
11957,41702813,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,7602 13 AVENUE BROOKLYN NY 11228
11959,41702826,NINOS 46,2019,2.0,39 WEST   46 STREET MANHATTAN NY 10036
11965,41703307,BOSSA NOVA CIVIC CLUB,2019,1.0,1271 MYRTLE AVE BROOKLYN NY 11221
11968,41703394,PIONEERS BAR & LOUNGE,2019,4.0,134 WEST   29 STREET MANHATTAN NY 10001
11970,41703453,TACO BELL,2019,1.0,1884 THIRD AVENUE MANHATTAN NY 10029
11974,41703549,POPEYES LOUISIANA KITCHEN,2019,1.0,8930 QUEENS BOULEVARD QUEENS NY 11373
11976,41703627,Q KACHAPA RESTAURANT,2019,1.0,5625 BROADWAY BRONX NY 10463
11978,41703747,M2N BUFFET,2019,2.0,4012 82 STREET QUEENS NY 11373
11981,41703786,ESSEN,2019,1.0,60 MADISON AVENUE MANHATTAN NY 10010
11986,41703928,SEL RROSE,2019,5.0,1 DELANCEY STREET MANHATTAN NY 10002
11988,41703965,GO GO CURRY,2019,2.0,12 JOHN STREET MANHATTAN NY 10038
11990,41704021,PEARL INDIAN RESTAURANT,2019,4.0,738 FRANKLIN AVENUE BROOKLYN NY 11238
11993,41704068,HANJAN,2019,1.0,36 WEST   26 STREET MANHATTAN NY 10010
11994,41704109,BIG GAY ICE CREAM SHOP,2019,1.0,61 GROVE STREET MANHATTAN NY 10014
12000,41704282,FUKUROU,2019,1.0,87 MACDOUGAL STREET MANHATTAN NY 10012
12003,41704299,LOS VERDES,2019,2.0,4626 GREENPOINT AVENUE QUEENS NY 11104
12007,41704391,NEW MANDARIN COURT,2019,1.0,61 MOTT STREET MANHATTAN NY 10013
12009,41704437,MA-N-POP SOUL FOOD,2019,1.0,349 LEWIS AVENUE BROOKLYN NY 11233
12011,41704440,12 CORAZONES RESTAURANT & BAR,2019,2.0,8622 ROOSEVELT AVENUE QUEENS NY 11372
12017,41704624,PREMIUM SWEETS & RESTAURANT,2019,1.0,2104 STARLING AVENUE BRONX NY 10462
12020,41704644,MARQUEE,2019,4.0,289 10 AVENUE MANHATTAN NY 10001
12022,41704649,POMODORO,2019,2.0,518 9 AVENUE MANHATTAN NY 10018
12025,41704670,AMICI PIZZERIA,2019,1.0,6309 AMBOY ROAD STATEN ISLAND NY 10309
12026,41704736,SUBWAY,2019,1.0,3711 35 AVENUE QUEENS NY 11101
12028,41704745,SUBWAY,2019,1.0,3419 BROADWAY MANHATTAN NY 10031
12030,41704864,RAINBOW CHINESE RESTAURANT,2019,1.0,5121 43 AVENUE QUEENS NY 11377
12032,41704965,PIZZA HUT,2019,1.0,2013 WESTCHESTER AVENUE BRONX NY 10462
12035,41705067,SAKAMAI,2019,4.0,157 LUDLOW STREET MANHATTAN NY 10002
12037,41705075,DANIELA'S TRATTORIA,2019,1.0,728 8 AVENUE MANHATTAN NY 10036
12043,41705370,AKIMOTO SUSHI,2019,1.0,187 CHURCH STREET MANHATTAN NY 10007
12044,41705437,RAMEN TAKUMI,2019,1.0,517 3 AVENUE MANHATTAN NY 10016
12049,41705626,ZUCKER'S BAGELS,2019,1.0,370 LEXINGTON AVENUE MANHATTAN NY 10017
12051,41705628,PIZZA MIA,2019,1.0,529 TOMPKINS AVENUE STATEN ISLAND NY 10305
12064,41705867,PIZZA NOVA,2019,1.0,150 DYCKMAN STREET MANHATTAN NY 10040
12067,41705937,EAGLE TRADING CO,2019,1.0,258 FRANKLIN STREET BROOKLYN NY 11222
12069,41705968,CAFE GALLERY,2019,3.0,2801 CONEY ISLAND AVENUE BROOKLYN NY 11235
12078,41706122,NEW HAPPY GARDEN,2019,1.0,1150 OGDEN AVENUE BRONX NY 10452
12079,41706169,FELFLA,2019,1.0,6906 3 AVENUE BROOKLYN NY 11209
12082,41706182,PICK-A-BAGEL/DUMPLING ROOM,2019,1.0,35 WEST END AVENUE MANHATTAN NY 10023
12084,41706222,PATA PA-PLEAN,2019,1.0,7621 WOODSIDE AVENUE QUEENS NY 11373
12087,41706325,THE DISTRICT,2019,1.0,1679 3 AVENUE MANHATTAN NY 10128
12102,41706992,RED MANGO,2019,1.0,10740 QUEENS BOULEVARD QUEENS NY 11375
12105,41707085,JUPIOCA,2019,1.0,39 JOHN STREET MANHATTAN NY 10038
12108,41707126,CAFE ORIGINALE,2019,2.0,16028 NORTHERN BOULEVARD QUEENS NY 11358
12113,41707226,DALLAS BBQ,2019,2.0,2100 BARTOW AVE BRONX NY 10475
12117,41707407,GLENDALE DINER,2019,1.0,7108 MYRTLE AVENUE QUEENS NY 11385
12122,41707875,NEW GOLDEN STAR RESTAURANT,2019,1.0,4247 BROADWAY MANHATTAN NY 10033
12125,41708028,TACO BELL AND PIZZA HUT,2019,2.0,785 FLUSHING AVENUE BROOKLYN NY 11206
12129,41708194,AL PASTOR,2019,1.0,145 EAST   39 STREET MANHATTAN NY 10016
12131,41708251,ASEA FUSION & YAKITORI LOUNGE,2019,1.0,4120 8 AVENUE BROOKLYN NY 11232
12133,41708278,JOHN'S DINER,2019,1.0,1786 WESTCHESTER AVENUE BRONX NY 10472
12142,41708446,3 ROOTS,2019,1.0,159 FRANKLIN STREET BROOKLYN NY 11222
12144,41708467,OLD WAH YOAN KITCHEN,2019,1.0,3486 EAST TREMONT AVENUE BRONX NY 10465
12145,41708524,REICHENBACH HALL,2019,1.0,5 WEST   37 STREET MANHATTAN NY 10018
12147,41708729,ENERGY FUEL CAFE,2019,2.0,606 5 AVENUE BROOKLYN NY 11215
12149,41708740,BIRCH COFFEE,2019,1.0,56 7 AVENUE MANHATTAN NY 10011
12152,41708751,SINGLECUT BEERSMITHS,2019,2.0,1933 37 STREET QUEENS NY 11105
12154,41708795,TEA CUP CAFE,2019,2.0,7623 WOODSIDE AVENUE QUEENS NY 11373
12156,41708809,HL SPRING GARDEN,2019,1.0,8706 5 AVENUE BROOKLYN NY 11209
12159,41708930,"SUBWAY, CARVEL",2019,1.0,8651 BROADWAY QUEENS NY 11373
12161,41708952,BEIJING STYLE BARBEQUE,2019,2.0,4183 BOWNE STREET QUEENS NY 11355
12164,41709011,SOCIAL,2019,1.0,795 8 AVENUE MANHATTAN NY 10019
12167,41709156,SUM FUNG CHINESE RESTAURANT,2019,1.0,5401 NORTHERN BOULEVARD QUEENS NY 11377
12170,41709299,NO.1 KITCHEN,2019,1.0,5405 FLATLANDS AVENUE BROOKLYN NY 11234
12172,41709361,LINS CHINA GARDEN,2019,5.0,679 MYRTLE AVENUE BROOKLYN NY 11205
12173,41709379,LONE STAR BAR & GRILL,2019,1.0,8703 5 AVENUE BROOKLYN NY 11209
12178,41709543,SUBWAY,2019,1.0,35 WEST   33 STREET MANHATTAN NY 10001
12180,41709604,TEXAS CHICKEN & BURGERS,2019,1.0,3486 BROADWAY MANHATTAN NY 10031
12181,41709616,LA GUIRA RESTAURANT,2019,1.0,580 BROADWAY BROOKLYN NY 11206
12186,41709760,STELLA 34,2019,1.0,151 WEST   34 STREET MANHATTAN NY 10001
12189,41709956,EFFYS AT THE 92Y,2019,1.0,1395 LEXINGTON AVE MANHATTAN NY 10128
12191,41709961,FAIRFIELD INN,2019,1.0,21 WEST   37 STREET MANHATTAN NY 10018
12193,41710300,ROSA'S BAKERY,2019,2.0,5824 4 AVENUE BROOKLYN NY 11220
12200,41710571,BLACKTHORN 51,2019,1.0,8012 51 AVENUE QUEENS NY 11373
12201,41710581,PIZZA TOWN,2019,1.0,85 5 AVENUE BROOKLYN NY 11217
12205,41710646,WINDY CITY ALE HOUSE,2019,1.0,7915 3 AVENUE BROOKLYN NY 11209
12211,41710748,ANAGO SUSHI/ROYAL SIAM THAI,2019,1.0,240 8 AVENUE MANHATTAN NY 10011
12217,41710780,SCADDIES CARIBBEAN RESTAURANT,2019,1.0,14704 FOCH BOULEVARD QUEENS NY 11436
12221,41710798,MANGIAS PIZZA AND PIZZA,2019,1.0,1760 CROSBY AVENUE BRONX NY 10461
12224,41710894,CAFE OLE RESTAURANT,2019,1.0,3809 36 AVENUE QUEENS NY 11101
12226,41710976,SWEET MAMA'S SOUL FOOD,2019,4.0,689 LENOX AVENUE MANHATTAN NY 10037
12234,41711365,HOMETOWN CUISINE,2019,2.0,5017 8 AVENUE BROOKLYN NY 11220
12236,41711425,LINCOLN STATION,2019,1.0,409 LINCOLN PLACE BROOKLYN NY 11238
12240,41711478,SWEET CORNER BAKE SHOP,2019,2.0,535 HUDSON STREET MANHATTAN NY 10014
12242,41711510,BEST WOK FLATBUSH,2019,1.0,1820 FLATBUSH AVENUE BROOKLYN NY 11210
12244,41711527,DUNKIN' DONUTS,2019,1.0,50 PINE STREET MANHATTAN NY 10005
12247,41711533,BEI JING CHINESE RESTAURANT,2019,2.0,860 10 AVENUE MANHATTAN NY 10019
12252,41711596,SERGIO'S PIZZA & DELI,2019,2.0,4803 DITMARS BOULEVARD QUEENS NY 11105
12254,41711597,THE SICILIAN,2019,1.0,229 PROSPECT PARK WEST BROOKLYN NY 11215
12255,41711607,SERENA'S CATERING HALL,2019,1.0,192 EBBITTS STREET STATEN ISLAND NY 10306
12257,41711661,FREE TIME HANGOUT,2019,3.0,2170 86 STREET BROOKLYN NY 11214
12264,41712184,CHINESE FAST WOK,2019,2.0,230 7 AVENUE MANHATTAN NY 10011
12268,41712395,THE STANDARD,2019,1.0,188 NASSAU AVENUE BROOKLYN NY 11222
12271,41712453,MERRYLAND BUFFET,2019,1.0,2496 ELM PLACE BRONX NY 10458
12273,41712479,THE SHADY LADY,2019,1.0,3419 30 AVENUE QUEENS NY 11103
12275,41712533,I LOVE PARAGUAY,2019,1.0,4316 GREENPOINT AVENUE QUEENS NY 11104
12276,41712685,MORINI RISTORANTE,2019,1.0,1167 MADISON AVENUE MANHATTAN NY 10028
12278,41712791,ZYMI BAR & GRILL,2019,1.0,726 ASTOR AVENUE BRONX NY 10467
12282,41712865,CLEMENTE'S MARYLAND CRAB HOUSE,2019,1.0,3939 EMMONS AVENUE BROOKLYN NY 11234
12284,41712926,BEVERLY'S,2019,2.0,21 ESSEX STREET MANHATTAN NY 10002
12288,41713178,DARO'S PIZZA AND CHICKEN,2019,1.0,6814 ROOSEVELT AVENUE QUEENS NY 11377
12289,41713226,CAFE MOFONGO,2019,3.0,316 WEST  39 STREET MANHATTAN NY 10018
12291,41713348,HAPPY SU GARDEN,2019,1.0,13620 ROOSEVELT AVENUE QUEENS NY 11354
12295,41713457,M & W BAKERY,2019,1.0,25 EAST BROADWAY MANHATTAN NY 10002
12300,41713515,NEW LI HING RESTAURANT,2019,1.0,304 AVENUE U BROOKLYN NY 11223
12302,41713533,DUNKIN' DONUTS,2019,1.0,6820 ROCKAWAY BEACH BOULEVARD QUEENS NY 11692
12304,41713624,BIENVENIDOS AL CALLAO RESTAURANT,2019,1.0,11122 ROOSEVELT AVENUE QUEENS NY 11368
12307,41713701,TROPICAL ROTISSERIE CHICKEN,2019,4.0,2701 SEDGWICK AVENUE BRONX NY 10468
12309,41713782,STUMPTOWN COFFEE ROASTERS,2019,2.0,30 WEST    8 STREET MANHATTAN NY 10011
12312,41714085,TROPIC DELI & GRILL,2019,1.0,205 COURT STREET BROOKLYN NY 11201
12315,41714185,EL FARO BAKERY,2019,1.0,3124 FULTON STREET BROOKLYN NY 11208
12318,41714279,NUM PANG SANDWICH SHOP,2019,2.0,1129 BROADWAY MANHATTAN NY 10010
12320,41714316,CHEUNG HING KITCHEN,2019,2.0,11460 MERRICK BOULEVARD QUEENS NY 11434
12322,41714339,BUCA DI BEPPO,2019,1.0,1540 BROADWAY MANHATTAN NY 10036
12323,41714341,PLANET HOLLYWOOD,2019,1.0,1540 BROADWAY MANHATTAN NY 10036
12326,41714685,CHOP'T,2019,1.0,666 3 AVENUE MANHATTAN NY 10017
12328,41714688,MILLER'S ALE HOUSE,2019,1.0,6135 JUNCTION BOULEVARD QUEENS NY 11374
12331,41714821,NEW MUM'S KITCHEN,2019,1.0,1010 CLARKSON AVENUE BROOKLYN NY 11212
12334,41714966,REX,2019,1.0,864 10 AVENUE MANHATTAN NY 10019
12336,41715036,SOUTHGATE RESTAURANT/JW MARRIOT ESSEX HOUSE,2019,2.0,160 CENTRAL PARK SOUTH MANHATTAN NY 10019
12338,41715309,LUCCHESE FOOD SERVICE,2019,3.0,515 EAST FORDHAM ROAD BRONX NY 10458
12342,41715730,MIA PIZZA,2019,1.0,2417 DITMARS BOULEVARD QUEENS NY 11105
12344,41715751,SANTO DOMINGO BAKERY,2019,2.0,93 CLINTON STREET MANHATTAN NY 10002
12346,41715927,GRUPPO,2019,1.0,98 AVENUE B MANHATTAN NY 10009
12348,41715982,MUI KITCHEN & BAR,2019,1.0,10 WEST   32 STREET MANHATTAN NY 10001
12350,41716115,POLLO CAMPERO,2019,1.0,10326 ROOSEVELT AVENUE QUEENS NY 11368
12355,41716286,MARK JOSEPH STEAKHOUSE,2019,1.0,261 WATER STREET MANHATTAN NY 10038
12356,41716292,DUNHILL CAFE,2019,1.0,109 WEST   45 STREET MANHATTAN NY 10036
12358,41716350,FUKI SUSHI,2019,1.0,8509 18 AVENUE BROOKLYN NY 11214
12361,41716448,HARLEM SHAKE,2019,1.0,100 WEST 124 STREET MANHATTAN NY 10027
12366,41716658,SUBWAY,2019,1.0,11078 QUEENS BOULEVARD QUEENS NY 11375
12369,41716904,HIGHLINE PIZZERIA,2019,1.0,503 WEST   28 STREET MANHATTAN NY 10001
12370,41716906,STARBUCKS,2019,2.0,393 3 AVENUE MANHATTAN NY 10016
12374,41717113,CHEN GARDEN,2019,1.0,9422 NORTHERN BOULEVARD QUEENS NY 11372
12376,41717156,ZHANG'S CHINA PALACE,2019,1.0,3014 MIDDLETOWN ROAD BRONX NY 10461
12380,41717385,HEALTHY FRESH,2019,2.0,621 EAST  187 STREET BRONX NY 10458
12382,41717438,J. RESTAURANT,2019,1.0,2479 FREDERICK DOUGLAS BOULEVARD MANHATTAN NY 10027
12384,41717443,CHINA WOK,2019,1.0,20105 LINDEN BOULEVARD QUEENS NY 11412
12387,41717461,EL TORO MEXICAN GRILL,2019,1.0,69 NEW STREET MANHATTAN NY 10004
12389,41717554,TAQUITOS MEXICO RESTAURANT,2019,1.0,6720 14 AVENUE BROOKLYN NY 11219
12390,41717628,HAILE BISTRO,2019,1.0,182 AVENUE B MANHATTAN NY 10009
12405,41718481,DORAS CAFFE,2019,1.0,10308 39 AVENUE QUEENS NY 11368
12409,41718741,COLINA BAR,2019,1.0,2263 2 AVENUE MANHATTAN NY 10035
12410,41718746,FEAST,2019,3.0,102 3 AVENUE MANHATTAN NY 10003
12415,41719126,DUNKIN' DONUTS,2019,1.0,839 PROSPECT AVENUE BRONX NY 10459
12419,41719175,BONJOUR CREPES & WINE,2019,1.0,1585 2 AVENUE MANHATTAN NY 10028
12420,41719209,SALUD ES RIQUEZA / HERBALIFE,2019,1.0,4108 JUDGE STREET QUEENS NY 11373
12424,41719380,JACKS COFFEE,2019,1.0,425 WEST   13 STREET MANHATTAN NY 10014
12425,41719499,TOASTIES,2019,2.0,6 EAST   48 STREET MANHATTAN NY 10017
12426,41719505,EL PASO DEL VAQUERO TAQUERIA & BAR,2019,1.0,374 EAST  204 STREET BRONX NY 10467
12428,41719517,TORST,2019,1.0,615 MANHATTAN AVENUE BROOKLYN NY 11222
12433,41719675,SAJOMITA RESTURANT,2019,2.0,854 ROGERS AVENUE BROOKLYN NY 11226
12438,41719811,MYRTLE THAI RESTAURANT,2019,1.0,438 MYRTLE AVENUE BROOKLYN NY 11205
12441,41720066,MAGGIE REILLY'S,2019,1.0,340 9 AVENUE MANHATTAN NY 10001
12443,41720069,D'ANGELO'S PIZZA,2019,1.0,11807 QUEENS BOULEVARD QUEENS NY 11375
12448,41720257,CROWN FRIED CHICKEN,2019,2.0,1572 EAST  174 STREET BRONX NY 10472
12450,41720266,CASA TOSCANA,2019,1.0,12 JOHN STREET MANHATTAN NY 10038
12452,41720316,EAST MEETS WEST CHINESE RESTAURANT,2019,1.0,16130 CROSS BAY BOULEVARD QUEENS NY 11414
12455,41720461,LA COCINA DE ALEX,2019,2.0,10203 JAMAICA AVENUE QUEENS NY 11418
